Pressure,Temperature,Phase,Author,Method
113.8,1548,B1,Ye (2017),static
114.2,1665,B1,Ye (2017),static
112,1710,B1,Ye (2017),static
115.1,1742,B1,Ye (2017),static
112.4,1800,B1,Ye (2017),static
113.1,1845,B1,Ye (2017),static
114,1910,B1,Ye (2017),static
114,1929,B1,Ye (2017),static
113.8,1968,B1,Ye (2017),static
114.4,2026,B1,Ye (2017),static
105.8,2187,B1,Ye (2017),static
105.3,2039,B1,Ye (2017),static
104.7,2000,B1,Ye (2017),static
100.9,1884,B1,Ye (2017),static
101.1,1832,B1,Ye (2017),static
104.9,1832,B1,Ye (2017),static
104.2,1742,B1,Ye (2017),static
104.2,1710,B1,Ye (2017),static
100.9,1723,B1,Ye (2017),static
100.7,1665,B1,Ye (2017),static
100.4,1600,B1,Ye (2017),static
80.2,300,B1,Ye (2017),static
89.1,300,B1,Ye (2017),static
94.9,300,B1,Ye (2017),static
97.8,300,B1,Ye (2017),static
108,300,B1,Ye (2017),static
110.7,300,B1,Ye (2017),static
112.9,300,B1,Ye (2017),static
114.2,300,B1,Ye (2017),static
116.2,300,B1,Ye (2017),static
120.2,300,B1,Ye (2017),static
128,300,B1,Ye (2017),static
3.2,500,B1,Cebulla (2017),theory
20,500,B1,Cebulla (2017),theory
121.2,500,B1,Cebulla (2017),theory
243.7,500,B1,Cebulla (2017),theory
333,500,B1,Cebulla (2017),theory
457.5,500,B1,Cebulla (2017),theory
581.5,500,B2,Cebulla (2017),theory
732.3,500,B2,Cebulla (2017),theory
786.9,500,B2,Cebulla (2017),theory
6.8,1000,B1,Cebulla (2017),theory
23.9,1000,B1,Cebulla (2017),theory
124.6,1000,B1,Cebulla (2017),theory
247.3,1000,B1,Cebulla (2017),theory
462.7,1000,B1,Cebulla (2017),theory
587.3,1000,B2,Cebulla (2017),theory
738.3,1000,B2,Cebulla (2017),theory
792.9,1000,B2,Cebulla (2017),theory
12.9,2000,B1,Cebulla (2017),theory
29.9,2000,B1,Cebulla (2017),theory
132,2000,B1,Cebulla (2017),theory
254.6,2000,B1,Cebulla (2017),theory
486.4,2000,B2,Cebulla (2017),theory
598.6,2000,B2,Cebulla (2017),theory
750,2000,B2,Cebulla (2017),theory
805.1,2000,B2,Cebulla (2017),theory
0.5,3000,B1,Cebulla (2017),theory
19,3000,B1,Cebulla (2017),theory
36.3,3000,B1,Cebulla (2017),theory
137.5,3000,B1,Cebulla (2017),theory
262,3000,B1,Cebulla (2017),theory
350.4,3000,B1,Cebulla (2017),theory
398.9,3000,B1,Cebulla (2017),theory
497.8,3000,B2,Cebulla (2017),theory
610.2,3000,B2,Cebulla (2017),theory
761.5,3000,B2,Cebulla (2017),theory
817,3000,B2,Cebulla (2017),theory
24.8,4000,B1,Cebulla (2017),theory
42.8,4000,B1,Cebulla (2017),theory
87.9,4000,B1,Cebulla (2017),theory
144.5,4000,B1,Cebulla (2017),theory
268.3,4000,B1,Cebulla (2017),theory
406.9,4000,B1,Cebulla (2017),theory
508.9,4000,B2,Cebulla (2017),theory
621.4,4000,B2,Cebulla (2017),theory
773.4,4000,B2,Cebulla (2017),theory
828.6,4000,B2,Cebulla (2017),theory
22.4,5000,Liquid,Cebulla (2017),theory
31,5000,B1,Cebulla (2017),theory
48.5,5000,B1,Cebulla (2017),theory
95,5000,B1,Cebulla (2017),theory
150.7,5000,B1,Cebulla (2017),theory
206.2,5000,B1,Cebulla (2017),theory
275.8,5000,B1,Cebulla (2017),theory
321.3,5000,B1,Cebulla (2017),theory
364.9,5000,B1,Cebulla (2017),theory
414.7,5000,B1,Cebulla (2017),theory
519.7,5000,B2,Cebulla (2017),theory
632.7,5000,B2,Cebulla (2017),theory
785.7,5000,B2,Cebulla (2017),theory
840.7,5000,B2,Cebulla (2017),theory
1215.6,5000,B2,Cebulla (2017),theory
1587.5,5000,B2,Cebulla (2017),theory
37.6,6000,B1,Cebulla (2017),theory
54.9,6000,B1,Cebulla (2017),theory
101,6000,B1,Cebulla (2017),theory
157.9,6000,B1,Cebulla (2017),theory
213.4,6000,B1,Cebulla (2017),theory
283.3,6000,B1,Cebulla (2017),theory
327.6,6000,B1,Cebulla (2017),theory
373,6000,B1,Cebulla (2017),theory
429.5,6000,B2,Cebulla (2017),theory
530.6,6000,B2,Cebulla (2017),theory
644,6000,B2,Cebulla (2017),theory
797.4,6000,B2,Cebulla (2017),theory
852.7,6000,B2,Cebulla (2017),theory
58.2,7000,Liquid,Cebulla (2017),theory
107.6,7000,B1,Cebulla (2017),theory
334.2,7000,B1,Cebulla (2017),theory
36.5,8000,Liquid,Cebulla (2017),theory
64.3,8000,Liquid,Cebulla (2017),theory
85.2,8000,Liquid,Cebulla (2017),theory
115.8,8000,B1,Cebulla (2017),theory
172.6,8000,B1,Cebulla (2017),theory
227.8,8000,B1,Cebulla (2017),theory
296.8,8000,B1,Cebulla (2017),theory
343,8000,B1,Cebulla (2017),theory
406.5,8000,B2,Cebulla (2017),theory
450.3,8000,B2,Cebulla (2017),theory
502.2,8000,B2,Cebulla (2017),theory
551.7,8000,B2,Cebulla (2017),theory
666.9,8000,B2,Cebulla (2017),theory
820.6,8000,B2,Cebulla (2017),theory
876.3,8000,B2,Cebulla (2017),theory
181.1,9000,B1,Cebulla (2017),theory
236.1,9000,B1,Cebulla (2017),theory
304.8,9000,B1,Cebulla (2017),theory
372,9000,B2,Cebulla (2017),theory
417.9,9000,B2,Cebulla (2017),theory
460.9,9000,B2,Cebulla (2017),theory
76.1,10000,Liquid,Cebulla (2017),theory
98.9,10000,Liquid,Cebulla (2017),theory
152.7,10000,Liquid,Cebulla (2017),theory
214.4,10000,Liquid,Cebulla (2017),theory
243.6,10000,B1,Cebulla (2017),theory
314.1,10000,B1,Cebulla (2017),theory
382.4,10000,B2,Cebulla (2017),theory
428.6,10000,B2,Cebulla (2017),theory
471.4,10000,B2,Cebulla (2017),theory
524.5,10000,B2,Cebulla (2017),theory
574,10000,B2,Cebulla (2017),theory
634.7,10000,B2,Cebulla (2017),theory
690.3,10000,B2,Cebulla (2017),theory
844.6,10000,B2,Cebulla (2017),theory
900.3,10000,B2,Cebulla (2017),theory
1280.9,10000,B2,Cebulla (2017),theory
1656.1,10000,B2,Cebulla (2017),theory
354.3,11000,Liquid,Cebulla (2017),theory
253.4,11000,B1,Cebulla (2017),theory
394.4,11000,B2,Cebulla (2017),theory
439.5,11000,B2,Cebulla (2017),theory
536.3,11000,B2,Cebulla (2017),theory
85.5,12000,Liquid,Cebulla (2017),theory
110.5,12000,Liquid,Cebulla (2017),theory
230.9,12000,Liquid,Cebulla (2017),theory
289.7,12000,Liquid,Cebulla (2017),theory
360,12000,Liquid,Cebulla (2017),theory
365.7,12000,Liquid,Cebulla (2017),theory
495.8,12000,B2,Cebulla (2017),theory
547.9,12000,B2,Cebulla (2017),theory
597.5,12000,B2,Cebulla (2017),theory
657.6,12000,B2,Cebulla (2017),theory
714.2,12000,B2,Cebulla (2017),theory
869.7,12000,B2,Cebulla (2017),theory
376.7,13000,Liquid,Cebulla (2017),theory
416.6,13000,Liquid,Cebulla (2017),theory
464.9,13000,Liquid,Cebulla (2017),theory
560.1,13000,B2,Cebulla (2017),theory
610.4,13000,B2,Cebulla (2017),theory
95.5,14000,Liquid,Cebulla (2017),theory
122.1,14000,Liquid,Cebulla (2017),theory
248.4,14000,Liquid,Cebulla (2017),theory
380.1,14000,Liquid,Cebulla (2017),theory
476.8,14000,Liquid,Cebulla (2017),theory
526.1,14000,Liquid,Cebulla (2017),theory
576.6,14000,Liquid,Cebulla (2017),theory
601.2,14000,Liquid,Cebulla (2017),theory
684.2,14000,B2,Cebulla (2017),theory
740.2,14000,B2,Cebulla (2017),theory
896.4,14000,B2,Cebulla (2017),theory
106,16000,Liquid,Cebulla (2017),theory
134.5,16000,Liquid,Cebulla (2017),theory
263.8,16000,Liquid,Cebulla (2017),theory
401.4,16000,Liquid,Cebulla (2017),theory
498.3,16000,Liquid,Cebulla (2017),theory
550.4,16000,Liquid,Cebulla (2017),theory
599.6,16000,Liquid,Cebulla (2017),theory
659.1,16000,Liquid,Cebulla (2017),theory
714.8,16000,Liquid,Cebulla (2017),theory
923.8,16000,B2,Cebulla (2017),theory
1038.6,16000,B2,Cebulla (2017),theory
1363.5,16000,B2,Cebulla (2017),theory
1741.8,16000,B2,Cebulla (2017),theory
735.9,18000,Liquid,Cebulla (2017),theory
646.1,20000,Liquid,Cebulla (2017),theory
761.3,20000,Liquid,Cebulla (2017),theory
892.9,20000,Liquid,Cebulla (2017),theory
1065.2,20000,Liquid,Cebulla (2017),theory
1170,12900,B2,Hansen (2021),dynamic
2109,26200,Liquid,Hansen (2021),dynamic
1218,16000,Liquid,Hansen (2021),dynamic
1449,16300,Liquid,Hansen (2021),dynamic
1950,19300,Liquid,Hansen (2021),dynamic
1218,13400,B2,Hansen (2021),dynamic
1449,13900,B2,Hansen (2021),dynamic
1950,15900,B2,Hansen (2021),dynamic
23.8,370,B1,Root (2015),dynamic
61.6,680,B1,Root (2015),dynamic
116.5,1575,B1,Root (2015),dynamic
190.3,3370,B1,Root (2015),dynamic
271.9,5950,B1,Root (2015),dynamic
350,7250,B2,Root (2015),dynamic
391,9000,B2,Root (2015),dynamic
412,9800,B2,Root (2015),dynamic
423,10200,B2,Root (2015),dynamic
442,11000,B2,Root (2015),dynamic
463,11800,B2,Root (2015),dynamic
495,9800,Liquid,Root (2015),dynamic
610,13350,Liquid,Root (2015),dynamic
645,14500,Liquid,Root (2015),dynamic
691,16000,Liquid,Root (2015),dynamic
741,18000,Liquid,Root (2015),dynamic
871,23000,Liquid,Root (2015),dynamic
976,26700,Liquid,Root (2015),dynamic
1080,31000,Liquid,Root (2015),dynamic
1200,36000,Liquid,Root (2015),dynamic
1334,42000,Liquid,Root (2015),dynamic
0,1900,B1,Root (2015),dynamic
38.5,2600,B1,Root (2015),dynamic
81,3500,B1,Root (2015),dynamic
143,5300,B1,Root (2015),dynamic
191,6900,B1,Root (2015),dynamic
228,8200,B1,Root (2015),dynamic
293,9250,B2,Root (2015),dynamic
321,10400,B2,Root (2015),dynamic
350,11600,B2,Root (2015),dynamic
480,13500,Liquid,Root (2015),dynamic
505,14300,Liquid,Root (2015),dynamic
554,16000,Liquid,Root (2015),dynamic
625,18750,Liquid,Root (2015),dynamic
698,21400,Liquid,Root (2015),dynamic
52,5480,B1,Fu (2018),static
77,6250,B1,Fu (2018),static
83,6450,B1,Fu (2018),static
99,6700,B1,Fu (2018),static
120,7000,B1,Fu (2018),static
52,6280,Liquid,Fu (2018),static
77,7150,Liquid,Fu (2018),static
83,7350,Liquid,Fu (2018),static
99,7700,Liquid,Fu (2018),static
120,8000,Liquid,Fu (2018),static
238.2,9300,Liquid,Fatyanov (2024),dynamic
246,9800,Liquid,Fatyanov (2024),dynamic
238.2,8500,B1,Fatyanov (2024),dynamic
246,9200,B1,Fatyanov (2024),dynamic
0,3118,Liquid,McNally (1961),static
0,3078,B1,McNally (1961),static
0,3070,Liquid,Riley (1966),static
0,3030,B1,Riley (1966),static
0,3245,Liquid,Chernyshev (1993),static
0,3185,B1,Chernyshev (1993),static
0,3270,Liquid,Ronchi (2001),static
0,3230,B1,Ronchi (2001),static
1.3,300,B1,Fan (2019),static
3,300,B1,Fan (2019),static
3.7,300,B1,Fan (2019),static
6.7,300,B1,Fan (2019),static
8.7,300,B1,Fan (2019),static
12,300,B1,Fan (2019),static
15.6,300,B1,Fan (2019),static
18.4,300,B1,Fan (2019),static
21.2,300,B1,Fan (2019),static
2.9,500,B1,Fan (2019),static
5,500,B1,Fan (2019),static
7.2,500,B1,Fan (2019),static
9.6,500,B1,Fan (2019),static
11.5,500,B1,Fan (2019),static
13.7,500,B1,Fan (2019),static
15.3,500,B1,Fan (2019),static
17.3,500,B1,Fan (2019),static
18.2,500,B1,Fan (2019),static
20,500,B1,Fan (2019),static
22.4,500,B1,Fan (2019),static
24.9,500,B1,Fan (2019),static
26.6,500,B1,Fan (2019),static
6.3,700,B1,Fan (2019),static
9.1,700,B1,Fan (2019),static
11.7,700,B1,Fan (2019),static
14.3,700,B1,Fan (2019),static
16.8,700,B1,Fan (2019),static
17.9,700,B1,Fan (2019),static
19.9,700,B1,Fan (2019),static
22.6,700,B1,Fan (2019),static
24.2,700,B1,Fan (2019),static
26.8,700,B1,Fan (2019),static
28.1,700,B1,Fan (2019),static
6.8,900,B1,Fan (2019),static
9.7,900,B1,Fan (2019),static
11.9,900,B1,Fan (2019),static
14.8,900,B1,Fan (2019),static
18.2,900,B1,Fan (2019),static
22.5,900,B1,Fan (2019),static
26,900,B1,Fan (2019),static
29.6,900,B1,Fan (2019),static
2.7,300,B1,Kono (2010),static
3.4,300,B1,Kono (2010),static
4.7,300,B1,Kono (2010),static
6,300,B1,Kono (2010),static
6.1,300,B1,Kono (2010),static
8.2,300,B1,Kono (2010),static
8.6,300,B1,Kono (2010),static
9.3,300,B1,Kono (2010),static
9.8,300,B1,Kono (2010),static
10.7,300,B1,Kono (2010),static
11.8,300,B1,Kono (2010),static
12.8,300,B1,Kono (2010),static
14.7,300,B1,Kono (2010),static
15.4,300,B1,Kono (2010),static
16.2,300,B1,Kono (2010),static
18.4,300,B1,Kono (2010),static
20.8,300,B1,Kono (2010),static
2.8,450,B1,Kono (2010),static
3.7,450,B1,Kono (2010),static
4.9,450,B1,Kono (2010),static
6.2,450,B1,Kono (2010),static
8.7,450,B1,Kono (2010),static
9.5,450,B1,Kono (2010),static
10.9,450,B1,Kono (2010),static
13,450,B1,Kono (2010),static
15,450,B1,Kono (2010),static
15.8,450,B1,Kono (2010),static
16.4,450,B1,Kono (2010),static
18.8,450,B1,Kono (2010),static
21.1,450,B1,Kono (2010),static
3.1,600,B1,Kono (2010),static
4,600,B1,Kono (2010),static
5.2,600,B1,Kono (2010),static
6.6,600,B1,Kono (2010),static
9,600,B1,Kono (2010),static
9.7,600,B1,Kono (2010),static
11.2,600,B1,Kono (2010),static
13.3,600,B1,Kono (2010),static
15.2,600,B1,Kono (2010),static
15.8,600,B1,Kono (2010),static
16.6,600,B1,Kono (2010),static
19.1,600,B1,Kono (2010),static
21.4,600,B1,Kono (2010),static
3.4,750,B1,Kono (2010),static
4.2,750,B1,Kono (2010),static
5.6,750,B1,Kono (2010),static
6.9,750,B1,Kono (2010),static
9.4,750,B1,Kono (2010),static
10,750,B1,Kono (2010),static
11.5,750,B1,Kono (2010),static
13.6,750,B1,Kono (2010),static
15.6,750,B1,Kono (2010),static
16.4,750,B1,Kono (2010),static
16.9,750,B1,Kono (2010),static
19.5,750,B1,Kono (2010),static
21.7,750,B1,Kono (2010),static
3.7,900,B1,Kono (2010),static
4.6,900,B1,Kono (2010),static
7.3,900,B1,Kono (2010),static
9.7,900,B1,Kono (2010),static
10.3,900,B1,Kono (2010),static
11.8,900,B1,Kono (2010),static
14,900,B1,Kono (2010),static
15.9,900,B1,Kono (2010),static
16.7,900,B1,Kono (2010),static
17.2,900,B1,Kono (2010),static
19.9,900,B1,Kono (2010),static
22.1,900,B1,Kono (2010),static
4.9,1050,B1,Kono (2010),static
7.7,1050,B1,Kono (2010),static
7.7,1050,B1,Kono (2010),static
8.3,1050,B1,Kono (2010),static
10.1,1050,B1,Kono (2010),static
10.6,1050,B1,Kono (2010),static
12.1,1050,B1,Kono (2010),static
14.3,1050,B1,Kono (2010),static
16.2,1050,B1,Kono (2010),static
17.3,1050,B1,Kono (2010),static
17.5,1050,B1,Kono (2010),static
18.2,1050,B1,Kono (2010),static
20.3,1050,B1,Kono (2010),static
22.4,1050,B1,Kono (2010),static
5.4,1200,B1,Kono (2010),static
8.2,1200,B1,Kono (2010),static
8.8,1200,B1,Kono (2010),static
11,1200,B1,Kono (2010),static
12.6,1200,B1,Kono (2010),static
14.7,1200,B1,Kono (2010),static
16.5,1200,B1,Kono (2010),static
17.7,1200,B1,Kono (2010),static
17.9,1200,B1,Kono (2010),static
20.8,1200,B1,Kono (2010),static
23.1,1200,B1,Kono (2010),static
8.7,1350,B1,Kono (2010),static
9.1,1350,B1,Kono (2010),static
11.4,1350,B1,Kono (2010),static
12.9,1350,B1,Kono (2010),static
16.9,1350,B1,Kono (2010),static
17.9,1350,B1,Kono (2010),static
18.1,1350,B1,Kono (2010),static
21,1350,B1,Kono (2010),static
23.2,1350,B1,Kono (2010),static
9.1,1500,B1,Kono (2010),static
9.7,1500,B1,Kono (2010),static
11.8,1500,B1,Kono (2010),static
13.4,1500,B1,Kono (2010),static
14.4,1500,B1,Kono (2010),static
17.4,1500,B1,Kono (2010),static
18.5,1500,B1,Kono (2010),static
21.5,1500,B1,Kono (2010),static
23.6,1500,B1,Kono (2010),static
9.7,1650,B1,Kono (2010),static
14,1650,B1,Kono (2010),static
-0.4,3120,Liquid,Alre (2005),theory
17,4640,Liquid,Alre (2005),theory
47,6087,Liquid,Alre (2005),theory
135.6,8184,Liquid,Alre (2005),theory
-0.4,3020,B1,Alre (2005),theory
17,4540,B1,Alre (2005),theory
47,6007,B1,Alre (2005),theory
135.6,8104,B1,Alre (2005),theory
0,2800,B1,Taniuchi (2018),theory
100,7200,B1,Taniuchi (2018),theory
250,9100,B1,Taniuchi (2018),theory
300,9300,B2,Taniuchi (2018),theory
500,11800,B2,Taniuchi (2018),theory
1000,15600,B2,Taniuchi (2018),theory
2500,19500,B2,Taniuchi (2018),theory
3900,20200,B2,Taniuchi (2018),theory
0,3400,Liquid,Taniuchi (2018),theory
100,7600,Liquid,Taniuchi (2018),theory
250,9700,Liquid,Taniuchi (2018),theory
300,10500,Liquid,Taniuchi (2018),theory
500,13000,Liquid,Taniuchi (2018),theory
1000,16400,Liquid,Taniuchi (2018),theory
2500,20500,Liquid,Taniuchi (2018),theory
3900,21100,Liquid,Taniuchi (2018),theory
0,2612,B1,Wisesa (2023),theory
10,3845,B1,Wisesa (2023),theory
20,4532,B1,Wisesa (2023),theory
40,5504,B1,Wisesa (2023),theory
60,6197,B1,Wisesa (2023),theory
80,6788,B1,Wisesa (2023),theory
100,7272,B1,Wisesa (2023),theory
120,7674,B1,Wisesa (2023),theory
140,8013,B1,Wisesa (2023),theory
160,8300,B1,Wisesa (2023),theory
180,8601,B1,Wisesa (2023),theory
200,8835,B1,Wisesa (2023),theory
220,9066,B1,Wisesa (2023),theory
240,9222,B1,Wisesa (2023),theory
260,9348,B1,Wisesa (2023),theory
280,9453,B1,Wisesa (2023),theory
300,9514,B1,Wisesa (2023),theory
0,2676,Liquid,Wisesa (2023),theory
10,3925,Liquid,Wisesa (2023),theory
20,4660,Liquid,Wisesa (2023),theory
40,5652,Liquid,Wisesa (2023),theory
60,6357,Liquid,Wisesa (2023),theory
80,6994,Liquid,Wisesa (2023),theory
100,7480,Liquid,Wisesa (2023),theory
120,7888,Liquid,Wisesa (2023),theory
140,8255,Liquid,Wisesa (2023),theory
160,8546,Liquid,Wisesa (2023),theory
180,8843,Liquid,Wisesa (2023),theory
200,9079,Liquid,Wisesa (2023),theory
220,9314,Liquid,Wisesa (2023),theory
240,9470,Liquid,Wisesa (2023),theory
260,9626,Liquid,Wisesa (2023),theory
280,9695,Liquid,Wisesa (2023),theory
300,9730,Liquid,Wisesa (2023),theory
554.4,15000,Liquid,Musella (2019),theory
873.7,20000,Liquid,Musella (2019),theory
2078.3,25000,Liquid,Musella (2019),theory
4921.7,35000,Liquid,Musella (2019),theory
8693,40000,Liquid,Musella (2019),theory
11415.8,45000,Liquid,Musella (2019),theory
355.4,12500,Liquid,Musella (2019),theory
466.9,15000,Liquid,Musella (2019),theory
665.7,15000,Liquid,Musella (2019),theory
734.9,20000,Liquid,Musella (2019),theory
1231.9,20000,Liquid,Musella (2019),theory
1725.9,20000,Liquid,Musella (2019),theory
390,9614,B1,Wicks (2024),dynamic
414,9731,B2,Wicks (2024),dynamic
439,9621,B2,Wicks (2024),dynamic
454,9717,B2,Wicks (2024),dynamic
450,9933,B2,Wicks (2024),dynamic
482,9796,B2,Wicks (2024),dynamic
513,10757,B2,Wicks (2024),dynamic
520,11450,B2,Wicks (2024),dynamic
553,11822,B2,Wicks (2024),dynamic
649,14152,Liquid,Wicks (2024),dynamic